Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
SRR3217059_1	(1.0, 4.2151746286631875)	(2.0, 2.792911624706085)	(3.0, 1.5742386878476802)	(4.0, 1.055227390032689)	(5.0, 0.6451797901015083)	(6.0, 0.7914205425245168)	(7.0, 0.702529104777198)	(8.0, 0.8028904054596547)	(9.0, 0.5677582152893274)	('>10', 10.228250272409245)	('>50', 7.988759534323566)	('>100', 25.804324138326546)	('>500', 8.90061363766703)	('>1k', 12.04909101336239)	('>5k', 21.881631014509377)	('>10k+', 0.0)
SRR3217060_1	(1.0, 1.8644384860011225)	(2.0, 1.0226351562012845)	(3.0, 0.935337033110931)	(4.0, 0.4489617758932469)	(5.0, 0.7170917253850471)	(6.0, 0.7108561451643075)	(7.0, 0.39284155390659103)	(8.0, 0.4489617758932469)	(9.0, 0.11224044397331172)	('>10', 7.569994387977802)	('>50', 2.007856831078132)	('>100', 0.0)	('>500', 4.720334227099832)	('>1k', 8.6736920870487)	('>5k', 0.0)	('>10k+', 70.37475837126644)
SRR3217061_1	(1.0, 1.2907010853622762)	(2.0, 0.9680258140217073)	(3.0, 0.748019947198592)	(4.0, 0.6453505426811381)	(5.0, 0.5866823115283074)	(6.0, 0.3520093869169844)	(7.0, 0.6160164271047228)	(8.0, 0.3520093869169844)	(9.0, 0.26400704018773835)	('>10', 5.558814901730713)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 88.61836315635084)	('>10k+', 0.0)
SRR3217062_1	(1.0, 1.548577398144165)	(2.0, 0.8849013703680945)	(3.0, 0.5714988016960609)	(4.0, 0.34412831069870337)	(5.0, 0.36870890432003933)	(6.0, 0.553063356480059)	(7.0, 0.2580962330240275)	(8.0, 0.6390954341547348)	(9.0, 0.3318380138880354)	('>10', 5.721133165365943)	('>50', 3.730105082037731)	('>100', 3.8714434953604133)	('>500', 0.0)	('>1k', 14.103115590241504)	('>5k', 0.0)	('>10k+', 67.07429484422049)
SRR3217063_1	(1.0, 1.077472236911687)	(2.0, 0.6610259122157589)	(3.0, 0.43627710206240083)	(4.0, 0.31729243786356426)	(5.0, 0.39661554732945536)	(6.0, 0.43627710206240083)	(7.0, 0.2313590692755156)	(8.0, 0.26441036488630354)	(9.0, 0.23796932839767318)	('>10', 5.156002115282919)	('>50', 1.8508725542041249)	('>100', 0.9981491274457959)	('>500', 0.0)	('>1k', 16.598360655737704)	('>5k', 0.0)	('>10k+', 71.3379164463247)
SRR3217064_1	(1.0, 1.7844515619150618)	(2.0, 1.2062726176115801)	(3.0, 0.761199617320411)	(4.0, 0.6821679630631006)	(5.0, 0.6031363088057901)	(6.0, 0.42427519653924545)	(7.0, 0.46587080404309306)	(8.0, 0.33276486003078076)	(9.0, 0.41179651428809116)	('>10', 6.326691901335218)	('>50', 2.591406347489705)	('>100', 8.506301734536834)	('>500', 0.0)	('>1k', 32.60679672226613)	('>5k', 0.0)	('>10k+', 43.296867850754964)
SRR3217065_1	(1.0, 3.9834192700434734)	(2.0, 1.7996158123546657)	(3.0, 1.24355474673946)	(4.0, 0.6470528763522394)	(5.0, 0.7077140835102618)	(6.0, 0.7279344858962694)	(7.0, 0.3538570417551309)	(8.0, 0.08088160954402993)	(9.0, 0.27297543221110104)	('>10', 13.911636841573147)	('>50', 7.228793852997676)	('>100', 33.40410474168436)	('>500', 0.0)	('>1k', 35.63845920533819)	('>5k', 0.0)	('>10k+', 0.0)
SRR3217066_1	(1.0, 1.5005086469989828)	(2.0, 0.9070871481858258)	(3.0, 0.7884028484231942)	(4.0, 0.6612410986775178)	(5.0, 0.4874533740250933)	(6.0, 0.5340793489318413)	(7.0, 0.5340793489318413)	(8.0, 0.6442861987114276)	(9.0, 0.3433367243133265)	('>10', 8.261275008477451)	('>50', 2.5305188199389623)	('>100', 0.8986096982027805)	('>500', 0.0)	('>1k', 25.49593082400814)	('>5k', 0.0)	('>10k+', 56.41319091217362)
SRR3217067_1	(1.0, 1.27275215546736)	(2.0, 0.8758724510743123)	(3.0, 0.8211304228821678)	(4.0, 0.6569043383057342)	(5.0, 0.7527028876419871)	(6.0, 1.2316956343232517)	(7.0, 0.09579854933625291)	(8.0, 0.6569043383057342)	(9.0, 0.36950869029697553)	('>10', 5.104694128917477)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 88.16203640344875)	('>10k+', 0.0)
SRR3217068_1	(1.0, 1.628427532176833)	(2.0, 1.1080022383883603)	(3.0, 0.8393956351426972)	(4.0, 0.6491326245103526)	(5.0, 0.5875769445998881)	(6.0, 0.6379406827084498)	(7.0, 0.7050923335198657)	(8.0, 0.5372132064913262)	(9.0, 0.35254616675993283)	('>10', 6.351426972579742)	('>50', 0.0)	('>100', 0.0)	('>500', 4.336877448237269)	('>1k', 28.556239507554558)	('>5k', 53.71012870733072)	('>10k+', 0.0)
SRR3217069_1	(1.0, 1.4914883648289865)	(2.0, 0.6481336873340622)	(3.0, 0.5622364516632828)	(4.0, 0.35920662189598623)	(5.0, 0.2342651881930345)	(6.0, 0.30454474465094483)	(7.0, 0.16398563173512415)	(8.0, 0.21864750898016555)	(9.0, 0.24597844760268625)	('>10', 7.5823832578478845)	('>50', 1.62814305794159)	('>100', 6.395439637669842)	('>500', 2.498828674059035)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 77.66671872559738)
SRR3217070_1	(1.0, 4.527813712807244)	(2.0, 3.417049560601329)	(3.0, 1.6326894767364055)	(4.0, 1.1419904536735515)	(5.0, 0.9367890440290851)	(6.0, 0.5353080251594772)	(7.0, 0.6869786322879957)	(8.0, 0.28549761341838786)	(9.0, 0.3613329169826471)	('>10', 7.4318597492974074)	('>50', 4.991747334612125)	('>100', 22.75059106927778)	('>500', 20.016059240754785)	('>1k', 31.284293170361778)	('>5k', 0.0)	('>10k+', 0.0)
SRR3217071_1	(1.0, 3.653218884120172)	(2.0, 2.6369098712446353)	(3.0, 1.390557939914163)	(4.0, 1.3184549356223176)	(5.0, 0.8583690987124464)	(6.0, 0.782832618025751)	(7.0, 0.7931330472103004)	(8.0, 0.4394849785407725)	(9.0, 0.37081545064377686)	('>10', 8.442918454935622)	('>50', 5.236051502145923)	('>100', 28.0068669527897)	('>500', 9.565665236051501)	('>1k', 36.504721030042916)	('>5k', 0.0)	('>10k+', 0.0)
SRR3217072_1	(1.0, 2.440712084041014)	(2.0, 1.7235956469774172)	(3.0, 1.1134176259671635)	(4.0, 0.7045354469396742)	(5.0, 0.8806693086745927)	(6.0, 0.7548594074353652)	(7.0, 0.9247027741083224)	(8.0, 0.7045354469396742)	(9.0, 0.6227590111341763)	('>10', 9.272189721331069)	('>50', 1.8053720827829152)	('>100', 3.7176825816191736)	('>500', 0.0)	('>1k', 22.048185192174625)	('>5k', 53.286783669874815)	('>10k+', 0.0)
SRR3217073_1	(1.0, 1.9580022701475595)	(2.0, 1.9296254256526675)	(3.0, 1.3904653802497162)	(4.0, 0.7945516458569807)	(5.0, 0.6148316307226637)	(6.0, 0.6242905788876276)	(7.0, 0.5959137343927355)	(8.0, 0.5297010972379872)	(9.0, 0.5107832009080591)	('>10', 3.216042376087779)	('>50', 0.0)	('>100', 8.456299659477866)	('>500', 0.0)	('>1k', 79.37949300037836)	('>5k', 0.0)	('>10k+', 0.0)
SRR3217074_1	(1.0, 1.496136351181016)	(2.0, 1.2604811749876692)	(3.0, 0.8220529402093495)	(4.0, 0.6795637639063956)	(5.0, 0.46582999945196474)	(6.0, 0.46034964651723564)	(7.0, 0.5370745876034416)	(8.0, 0.6576423521674796)	(9.0, 0.5918781169507316)	('>10', 7.32175152079794)	('>50', 3.019674467035677)	('>100', 5.014522935277032)	('>500', 0.0)	('>1k', 0.0)	('>5k', 77.67304214391407)	('>10k+', 0.0)
SRR3217075_1	(1.0, 1.4166905649555492)	(2.0, 1.170060223687984)	(3.0, 0.911958703756811)	(4.0, 0.6194436478348151)	(5.0, 0.6022368798394035)	(6.0, 0.4473759678806998)	(7.0, 0.4416403785488959)	(8.0, 0.5047318611987383)	(9.0, 0.15486091195870377)	('>10', 4.972755950673932)	('>50', 0.0)	('>100', 1.0151993117292801)	('>500', 3.527387439059363)	('>1k', 26.326355032979638)	('>5k', 0.0)	('>10k+', 57.889303125896184)
SRR3217076_1	(1.0, 4.6405870497648705)	(2.0, 3.203968787142783)	(3.0, 1.8448658984031832)	(4.0, 1.0955506175391454)	(5.0, 0.8785075706681825)	(6.0, 0.5891168415068988)	(7.0, 0.4340860937419254)	(8.0, 0.4960983928479148)	(9.0, 0.46509224329492016)	('>10', 7.808381995762492)	('>50', 7.575835874115033)	('>100', 18.980931218024907)	('>500', 5.76714381685701)	('>1k', 46.21983360033074)	('>5k', 0.0)	('>10k+', 0.0)
SRR3217077_1	(1.0, 5.176492855114981)	(2.0, 3.652881612567427)	(3.0, 2.242831456420933)	(4.0, 1.7791236869499385)	(5.0, 0.8517081480079493)	(6.0, 0.6813665184063594)	(7.0, 0.9936595060092741)	(8.0, 0.7570739093403994)	(9.0, 0.3406832592031797)	('>10', 12.955427273587583)	('>50', 10.16371723289486)	('>100', 18.056212737768522)	('>500', 5.886249645121605)	('>1k', 36.46257215860698)	('>5k', 0.0)	('>10k+', 0.0)
SRR3217078_1	(1.0, 1.9390035493624294)	(2.0, 1.2882871039831734)	(3.0, 0.808465886683318)	(4.0, 0.6047061916655712)	(5.0, 0.5586959379518864)	(6.0, 0.47324832391218613)	(7.0, 0.3680820297094781)	(8.0, 0.5258314710135402)	(9.0, 0.9464966478243723)	('>10', 6.014197449717366)	('>50', 2.103325884054161)	('>100', 2.583147101354016)	('>500', 4.30524516892336)	('>1k', 20.05389772577889)	('>5k', 57.42736952806625)	('>10k+', 0.0)
SRR3217079_1	(1.0, 2.2368862543339674)	(2.0, 1.431607202773739)	(3.0, 1.107258695895314)	(4.0, 0.49211497595347276)	(5.0, 0.5592215635834918)	(6.0, 0.8052790515602282)	(7.0, 0.7829101890168885)	(8.0, 0.4473772508667934)	(9.0, 0.5032994072251427)	('>10', 9.148864780225924)	('>50', 1.5322670842187676)	('>100', 4.663907840286321)	('>500', 0.0)	('>1k', 0.0)	('>5k', 76.28900570405996)	('>10k+', 0.0)
SRR3217080_1	(1.0, 1.269857330770009)	(2.0, 0.819589193564707)	(3.0, 0.7285237276130729)	(4.0, 0.6880501871901245)	(5.0, 0.40473540422948495)	(6.0, 0.6071031063442275)	(7.0, 0.4249721744409592)	(8.0, 0.647576646767176)	(9.0, 0.4553273297581706)	('>10', 7.275118891024992)	('>50', 1.7960133562683396)	('>100', 0.5818071435798847)	('>500', 6.561772741070524)	('>1k', 22.118789841141353)	('>5k', 0.0)	('>10k+', 55.62076292623698)
SRR3217081_1	(1.0, 0.5949284050037325)	(2.0, 0.24882937091410862)	(3.0, 0.23073268939308253)	(4.0, 0.12667677064718258)	(5.0, 0.0904834076051304)	(6.0, 0.08143506684461736)	(7.0, 0.08709027981993801)	(8.0, 0.12667677064718258)	(9.0, 0.09161445020019454)	('>10', 1.9035446874929312)	('>50', 2.7292057818897457)	('>100', 4.2493270296559364)	('>500', 1.304092112108942)	('>1k', 4.607867532291266)	('>5k', 0.0)	('>10k+', 83.527495645486)
SRR3217082_1	(1.0, 3.4410112359550564)	(2.0, 2.309612983770287)	(3.0, 1.5332397003745317)	(4.0, 0.9987515605493134)	(5.0, 0.7217540574282147)	(6.0, 0.6554307116104869)	(7.0, 0.8739076154806492)	(8.0, 0.7490636704119851)	(9.0, 0.8075842696629214)	('>10', 7.92368913857678)	('>50', 6.105649188514358)	('>100', 23.338014981273407)	('>500', 12.359550561797752)	('>1k', 17.528870162297128)	('>5k', 20.653870162297128)	('>10k+', 0.0)
SRR3217083_1	(1.0, 4.689453939141309)	(2.0, 2.681672919271919)	(3.0, 1.7507294706127552)	(4.0, 0.972627483673753)	(5.0, 1.0768375712102265)	(6.0, 0.5002084201750729)	(7.0, 0.5835764902042517)	(8.0, 0.7781019869390023)	(9.0, 0.5002084201750729)	('>10', 9.872168959288592)	('>50', 5.537029317771293)	('>100', 24.426844518549395)	('>500', 13.206891760455747)	('>1k', 33.42364874253161)	('>5k', 0.0)	('>10k+', 0.0)
SRR3217084_1	(1.0, 2.2333783870760118)	(2.0, 1.4932097573534144)	(3.0, 1.2357597991890326)	(4.0, 0.9268198493917745)	(5.0, 1.061981077428075)	(6.0, 1.0426723305657464)	(7.0, 0.9461285962541031)	(8.0, 0.46340992469588727)	(9.0, 0.637188646456845)	('>10', 7.433867541996525)	('>50', 1.7699684623801246)	('>100', 4.846495462444487)	('>500', 0.0)	('>1k', 37.57482139409152)	('>5k', 38.33429877067645)	('>10k+', 0.0)
SRR3217085_1	(1.0, 5.163704396632367)	(2.0, 3.217960710944808)	(3.0, 2.188961646398503)	(4.0, 1.4967259120673526)	(5.0, 1.216089803554724)	(6.0, 0.78578110383536)	(7.0, 0.78578110383536)	(8.0, 1.047708138447147)	(9.0, 0.841908325537886)	('>10', 13.208606173994387)	('>50', 9.653882132834426)	('>100', 39.0645463049579)	('>500', 21.328344246959777)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR3217086_1	(1.0, 2.2629310344827585)	(2.0, 1.5625)	(3.0, 1.0102370689655173)	(4.0, 0.9698275862068966)	(5.0, 0.5387931034482759)	(6.0, 1.171875)	(7.0, 0.8014547413793104)	(8.0, 0.7004310344827587)	(9.0, 0.6061422413793104)	('>10', 6.519396551724138)	('>50', 0.5118534482758621)	('>100', 3.1317349137931036)	('>500', 3.8389008620689653)	('>1k', 33.85641163793103)	('>5k', 42.517510775862064)	('>10k+', 0.0)
SRR3217087_1	(1.0, 1.6280320928165424)	(2.0, 1.2257023227526842)	(3.0, 0.6736684521999485)	(4.0, 0.5052513391499613)	(5.0, 0.467825314027742)	(6.0, 0.4210427826249678)	(7.0, 0.2619821758555355)	(8.0, 0.2994082009777549)	(9.0, 0.29472994783747747)	('>10', 5.967111880423849)	('>50', 2.849056162428949)	('>100', 4.6993052794086685)	('>500', 9.307384622581928)	('>1k', 29.94082009777549)	('>5k', 0.0)	('>10k+', 41.4586793291385)
SRR3217088_1	(1.0, 2.6335557421236357)	(2.0, 1.8116742521320313)	(3.0, 1.2593345411161683)	(4.0, 1.0074676328929344)	(5.0, 0.5744332994564977)	(6.0, 0.5302461225752286)	(7.0, 0.4330343334364367)	(8.0, 0.6009456055852591)	(9.0, 0.4374530511245637)	('>10', 7.427864433741329)	('>50', 4.484998453448809)	('>100', 13.181034863682559)	('>500', 9.54001148866599)	('>1k', 56.07794618001856)	('>5k', 0.0)	('>10k+', 0.0)
SRR3217089_1	(1.0, 3.630128887312286)	(2.0, 2.2939576682038547)	(3.0, 1.6317843206810925)	(4.0, 1.466240983800402)	(5.0, 1.1233297859761144)	(6.0, 1.0642071656615821)	(7.0, 0.4966300106420717)	(8.0, 0.7567695400260139)	(9.0, 0.5321035828307911)	('>10', 10.91403571006267)	('>50', 1.8919238500650348)	('>100', 20.35000591226203)	('>500', 23.36525954830318)	('>1k', 30.483623034172876)	('>5k', 0.0)	('>10k+', 0.0)
SRR3217090_1	(1.0, 1.2015660861347375)	(2.0, 0.8842986364250034)	(3.0, 0.6176589712434184)	(4.0, 0.3645200486026731)	(5.0, 0.16875928176049682)	(6.0, 0.3037667071688943)	(7.0, 0.2598892939111651)	(8.0, 0.13500742540839747)	(9.0, 0.24301336573511542)	('>10', 6.601863102470635)	('>50', 1.5424598352909409)	('>100', 1.6403402187120293)	('>500', 6.753746456055083)	('>1k', 12.23842311327123)	('>5k', 0.0)	('>10k+', 67.04468745781018)
SRR3217091_1	(1.0, 2.0312666170371156)	(2.0, 1.3825374880357333)	(3.0, 1.308093161756886)	(4.0, 0.6380942252472616)	(5.0, 0.37222163139423586)	(6.0, 0.5742848027225353)	(7.0, 0.5211102839519303)	(8.0, 0.5955546102307774)	(9.0, 0.38285653514835694)	('>10', 6.551100712538552)	('>50', 2.7331702648091034)	('>100', 12.006806338402637)	('>500', 0.0)	('>1k', 11.996171434648517)	('>5k', 58.90673189407636)	('>10k+', 0.0)
SRR3217092_1	(1.0, 1.920294620544522)	(2.0, 1.0785216361962384)	(3.0, 0.7102459555438643)	(4.0, 0.5787189267394449)	(5.0, 0.8549256872287254)	(6.0, 0.47349730369590953)	(7.0, 0.2301723004077338)	(8.0, 0.5787189267394449)	(9.0, 0.5918716296198868)	('>10', 6.628962251742733)	('>50', 2.5647770616861765)	('>100', 5.326844666578983)	('>500', 3.735367618045508)	('>1k', 13.00802314875707)	('>5k', 61.71905826647376)	('>10k+', 0.0)
SRR3217093_1	(1.0, 1.3689198493378154)	(2.0, 0.8586124498805232)	(3.0, 0.5589081041675105)	(4.0, 0.2430035235510915)	(5.0, 0.22275322992183388)	(6.0, 0.3402049329715281)	(7.0, 0.25515369972864604)	(8.0, 0.1296018792272488)	(9.0, 0.36450528532663723)	('>10', 5.998136972986108)	('>50', 1.5997731967113522)	('>100', 2.4502855291401726)	('>500', 7.719411931473006)	('>1k', 4.823619942489167)	('>5k', 0.0)	('>10k+', 73.06710947308736)
SRR3217094_1	(1.0, 3.0711052541110413)	(2.0, 2.154357417062969)	(3.0, 1.478255887240016)	(4.0, 1.0771787085314846)	(5.0, 0.687560877786054)	(6.0, 0.6531828338967512)	(7.0, 0.6818312038045035)	(8.0, 0.3208617429668252)	(9.0, 0.5156706583395404)	('>10', 6.11929181229588)	('>50', 3.896178307454306)	('>100', 10.519681430126626)	('>500', 14.822666590271014)	('>1k', 54.00217727611298)	('>5k', 0.0)	('>10k+', 0.0)
SRR3217095_1	(1.0, 1.6975344235071614)	(2.0, 1.010217496598012)	(3.0, 0.7057683880342275)	(4.0, 0.7380584450031137)	(5.0, 0.6112046497682034)	(6.0, 0.47051225868948493)	(7.0, 0.4520607975644071)	(8.0, 0.36902922250155684)	(9.0, 0.47743155661138914)	('>10', 5.357843024194478)	('>50', 1.9535484466176165)	('>100', 8.063288511659017)	('>500', 3.6626150333279517)	('>1k', 29.720691007219134)	('>5k', 14.869571234172104)	('>10k+', 29.84062550453214)
SRR3217096_1	(1.0, 1.4782157676348546)	(2.0, 0.9232365145228216)	(3.0, 0.6379668049792531)	(4.0, 0.5394190871369294)	(5.0, 0.4149377593360996)	(6.0, 0.3112033195020747)	(7.0, 0.3630705394190871)	(8.0, 0.33195020746887965)	(9.0, 0.5134854771784232)	('>10', 7.62448132780083)	('>50', 1.5871369294605808)	('>100', 2.572614107883817)	('>500', 3.2157676348547715)	('>1k', 5.4512448132780085)	('>5k', 0.0)	('>10k+', 74.03526970954357)
SRR3217097_1	(1.0, 0.718987341772152)	(2.0, 0.5265822784810127)	(3.0, 0.36455696202531646)	(4.0, 0.3240506329113924)	(5.0, 0.5063291139240507)	(6.0, 0.12151898734177216)	(7.0, 0.35443037974683544)	(8.0, 0.24303797468354432)	(9.0, 0.4556962025316456)	('>10', 5.934177215189874)	('>50', 0.5164556962025317)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 89.93417721518988)	('>10k+', 0.0)
SRR3217098_1	(1.0, 1.5294117647058825)	(2.0, 0.8687782805429864)	(3.0, 0.5158371040723981)	(4.0, 0.5972850678733032)	(5.0, 0.4298642533936652)	(6.0, 0.35294117647058826)	(7.0, 0.25339366515837103)	(8.0, 0.18099547511312217)	(9.0, 0.36651583710407243)	('>10', 7.3031674208144794)	('>50', 2.8371040723981897)	('>100', 6.5565610859728505)	('>500', 2.497737556561086)	('>1k', 4.574660633484163)	('>5k', 0.0)	('>10k+', 71.13574660633483)
SRR3217099_1	(1.0, 0.5704530313124584)	(2.0, 0.34143904063957364)	(3.0, 0.2873084610259827)	(4.0, 0.06662225183211193)	(5.0, 0.06245836109260493)	(6.0, 0.14990006662225183)	(7.0, 0.05829447035309793)	(8.0, 0.0)	(9.0, 0.14990006662225183)	('>10', 6.337441705529646)	('>50', 0.6620586275816123)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 91.31412391738841)
SRR3217100_1	(1.0, 3.1537817471392686)	(2.0, 2.1769466927156014)	(3.0, 1.574099916271281)	(4.0, 0.8707786770862406)	(5.0, 0.8931063354730673)	(6.0, 0.7368127267652804)	(7.0, 0.4298074239464136)	(8.0, 0.31258721741557355)	(9.0, 0.4018978509628803)	('>10', 5.916829472509071)	('>50', 3.282165782863522)	('>100', 18.269606475020932)	('>500', 11.359196204298074)	('>1k', 50.62238347753279)	('>5k', 0.0)	('>10k+', 0.0)
SRR3217101_1	(1.0, 3.764446890478811)	(2.0, 2.5316455696202533)	(3.0, 1.585030269675289)	(4.0, 0.9246009906439185)	(5.0, 0.8255365987892129)	(6.0, 0.7925151348376445)	(7.0, 0.46230049532195927)	(8.0, 0.3522289488167309)	(9.0, 0.39625756741882223)	('>10', 12.20693450742983)	('>50', 4.700055035773253)	('>100', 20.682443588332415)	('>500', 29.06989543203082)	('>1k', 21.70610897083104)	('>5k', 0.0)	('>10k+', 0.0)
SRR3217102_1	(1.0, 1.8571861734384476)	(2.0, 1.0915706488781078)	(3.0, 0.818677986658581)	(4.0, 0.667070952092177)	(5.0, 0.7201334141904184)	(6.0, 0.6367495451788963)	(7.0, 0.42449969678593086)	(8.0, 0.3638568829593693)	(9.0, 0.20466949666464526)	('>10', 8.012431776834445)	('>50', 0.856579745300182)	('>100', 6.784414796846574)	('>500', 7.527289266221953)	('>1k', 15.357792601576714)	('>5k', 54.67707701637355)	('>10k+', 0.0)
SRR3217103_1	(1.0, 1.2493537825262795)	(2.0, 1.1718076856798207)	(3.0, 0.5686713768740307)	(4.0, 0.34464931931759435)	(5.0, 0.6031363088057901)	(6.0, 0.25848698948819576)	(7.0, 0.4221954161640531)	(8.0, 0.5514389109081509)	(9.0, 0.23263829053937618)	('>10', 4.90263656729278)	('>50', 1.895571256246769)	('>100', 6.5914182319489925)	('>500', 4.351197656384628)	('>1k', 0.0)	('>5k', 76.85679820782354)	('>10k+', 0.0)
SRR3217104_1	(1.0, 1.1905273563415997)	(2.0, 0.7392444234323291)	(3.0, 0.5028581252417588)	(4.0, 0.5329436541023768)	(5.0, 0.6446899041561008)	(6.0, 0.5931147118236129)	(7.0, 0.24068423088494437)	(8.0, 0.41260153865990457)	(9.0, 0.3868139424936605)	('>10', 5.411097262216873)	('>50', 0.9627369235397775)	('>100', 0.0)	('>500', 0.0)	('>1k', 40.13409550006447)	('>5k', 0.0)	('>10k+', 48.24859242704259)
SRR3217105_1	(1.0, 0.8927826449728827)	(2.0, 0.45056320400500627)	(3.0, 0.37546933667083854)	(4.0, 0.2169378389653734)	(5.0, 0.10429703796412182)	(6.0, 0.1251564455569462)	(7.0, 0.14601585314977056)	(8.0, 0.10012515644555695)	(9.0, 0.18773466833541927)	('>10', 6.612432206925323)	('>50', 0.23362536503963288)	('>100', 1.2265331664580725)	('>500', 2.327909887359199)	('>1k', 4.7601168126825195)	('>5k', 0.0)	('>10k+', 82.24030037546933)
SRR3217106_1	(1.0, 2.4412218980607516)	(2.0, 1.3986614038098506)	(3.0, 0.7851381499914193)	(4.0, 0.6178136262227562)	(5.0, 0.7722670327784451)	(6.0, 0.5405869229449116)	(7.0, 0.6306847434357302)	(8.0, 0.3775527715805732)	(9.0, 0.5792002745838339)	('>10', 6.049425090097821)	('>50', 4.517762141753904)	('>100', 10.464218294147933)	('>500', 9.361592586236485)	('>1k', 24.89274068989188)	('>5k', 36.5711343744637)	('>10k+', 0.0)
SRR3217107_1	(1.0, 3.4547631263896017)	(2.0, 1.9839233795108602)	(3.0, 0.9492047203694202)	(4.0, 0.547289208140927)	(5.0, 0.38481272447408926)	(6.0, 0.46177526936890717)	(7.0, 0.47887805712331105)	(8.0, 0.13682230203523174)	(9.0, 0.46177526936890717)	('>10', 9.936719685308706)	('>50', 6.216863348725842)	('>100', 22.438857533778005)	('>500', 24.037968188814776)	('>1k', 28.510347186591417)	('>5k', 0.0)	('>10k+', 0.0)
SRR3217108_1	(1.0, 2.1380328308807086)	(2.0, 1.7533658362034261)	(3.0, 1.2479312966856018)	(4.0, 0.8051169656036141)	(5.0, 0.6485664445140225)	(6.0, 0.6440935724828912)	(7.0, 0.5322717717046116)	(8.0, 0.5367446437357427)	(9.0, 0.48307017936216845)	('>10', 6.530393165451537)	('>50', 2.8223822516437806)	('>100', 4.96041508252449)	('>500', 6.941897392315606)	('>1k', 31.162499440890993)	('>5k', 38.79321912600081)	('>10k+', 0.0)
SRR3217109_1	(1.0, 0.9202782236490101)	(2.0, 0.7062600321027288)	(3.0, 0.3852327447833066)	(4.0, 0.299625468164794)	(5.0, 0.37453183520599254)	(6.0, 0.1926163723916533)	(7.0, 0.599250936329588)	(8.0, 0.5136436597110754)	(9.0, 0.28892455858747995)	('>10', 5.971107544141252)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 89.74852862493312)	('>10k+', 0.0)
SRR3217110_1	(1.0, 4.3864199665686785)	(2.0, 2.7897861548216034)	(3.0, 1.8329586719695659)	(4.0, 1.0375237765865468)	(5.0, 0.77814283243991)	(6.0, 0.622514265951928)	(7.0, 0.3631333218052914)	(8.0, 0.27667300708974585)	(9.0, 0.5187618882932734)	('>10', 11.124560493400196)	('>50', 6.403827309931407)	('>100', 25.995734624474032)	('>500', 21.885987664995103)	('>1k', 21.983976021672717)	('>5k', 0.0)	('>10k+', 0.0)
SRR3217111_1	(1.0, 0.6780680072149108)	(2.0, 0.3473845948293139)	(3.0, 0.2505177366557553)	(4.0, 0.18705324336963058)	(5.0, 0.2004141893246042)	(6.0, 0.08016567572984168)	(7.0, 0.1169082771060191)	(8.0, 0.13360945954973613)	(9.0, 0.06012425679738125)	('>10', 6.763978889705391)	('>50', 1.44298216313715)	('>100', 1.2960117576324404)	('>500', 2.3448460150978687)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 86.09793573384997)
SRR3217112_1	(1.0, 3.009642544073244)	(2.0, 1.8603292100905815)	(3.0, 1.2126229667867927)	(4.0, 0.9545144638161098)	(5.0, 0.6087464692704783)	(6.0, 0.672056102074608)	(7.0, 0.784065452420376)	(8.0, 0.5454368364663484)	(9.0, 0.701275932599591)	('>10', 9.676633875523521)	('>50', 5.542027856238434)	('>100', 11.678192266484855)	('>500', 13.845329697087758)	('>1k', 48.909126327067305)	('>5k', 0.0)	('>10k+', 0.0)
SRR3217113_1	(1.0, 3.935729935892234)	(2.0, 2.5480808244745594)	(3.0, 1.7284752089588573)	(4.0, 1.622981416862777)	(5.0, 1.0143633855392356)	(6.0, 0.6816521950823663)	(7.0, 0.7384565446725635)	(8.0, 0.7141118234196218)	(9.0, 0.4382049825529498)	('>10', 12.748519029457112)	('>50', 8.723525115637425)	('>100', 21.001379534204332)	('>500', 6.54061510995699)	('>1k', 37.56390489328897)	('>5k', 0.0)	('>10k+', 0.0)
SRR3217114_1	(1.0, 1.9248448632498278)	(2.0, 1.3215352792461503)	(3.0, 1.1721443346357159)	(4.0, 0.8044127786715698)	(5.0, 0.7756837508618709)	(6.0, 0.6205470006894966)	(7.0, 0.6435302229372558)	(8.0, 0.505630889450701)	(9.0, 0.5688347506320387)	('>10', 6.234199034704665)	('>50', 2.051252585612503)	('>100', 7.331647897035164)	('>500', 4.016318087795908)	('>1k', 25.20684900022983)	('>5k', 46.8225695242473)	('>10k+', 0.0)
