Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
SRR3216648_1	(1.0, 2.5683768599123296)	(2.0, 1.555843674754584)	(3.0, 1.1205778847934804)	(4.0, 0.6914860776687041)	(5.0, 0.7100080261776873)	(6.0, 0.4630487127245786)	(7.0, 0.5402234981786751)	(8.0, 0.6420942149780824)	(9.0, 0.47230968697907016)	('>10', 6.976600605050318)	('>50', 3.3277767487806384)	('>100', 11.61943569796876)	('>500', 15.030561215039823)	('>1k', 11.094647156880903)	('>5k', 43.18700994011236)	('>10k+', 0.0)
SRR3216649_1	(1.0, 2.3956845946374745)	(2.0, 1.4913533238140568)	(3.0, 1.2375059495478342)	(4.0, 1.2692368713311122)	(5.0, 0.7139457401237506)	(6.0, 0.666349357448834)	(7.0, 0.8884658099317785)	(8.0, 0.5076947485324449)	(9.0, 0.42836744407425037)	('>10', 4.47405997144217)	('>50', 0.0)	('>100', 4.251943518959226)	('>500', 0.0)	('>1k', 81.67539267015707)	('>5k', 0.0)	('>10k+', 0.0)
SRR3216650_1	(1.0, 1.5448466682038275)	(2.0, 1.091384213357928)	(3.0, 0.8070094535393129)	(4.0, 0.6456075628314504)	(5.0, 0.8838674967335332)	(6.0, 0.7839520405810467)	(7.0, 0.5918069325954961)	(8.0, 0.553377910998386)	(9.0, 0.4150334332487895)	('>10', 3.9966182460994544)	('>50', 1.2527861040657906)	('>100', 4.465452309584198)	('>500', 4.972715394666052)	('>1k', 32.81069863961263)	('>5k', 45.1848435938821)	('>10k+', 0.0)
SRR3216651_1	(1.0, 3.9193157155623646)	(2.0, 2.629899144644453)	(3.0, 1.493680582152432)	(4.0, 1.276650070215754)	(5.0, 0.9574875526618154)	(6.0, 0.689391037916507)	(7.0, 0.8936550491510277)	(8.0, 1.021320056172603)	(9.0, 1.1489850631941785)	('>10', 14.413379292735861)	('>50', 4.787437763309077)	('>100', 16.685816417719902)	('>500', 6.8300778756542835)	('>1k', 43.25290437890974)	('>5k', 0.0)	('>10k+', 0.0)
SRR3216652_1	(1.0, 2.189454870420018)	(2.0, 1.653261840929401)	(3.0, 1.4410187667560321)	(4.0, 0.8489722966934763)	(5.0, 0.6143878462913316)	(6.0, 0.871313672922252)	(7.0, 0.7037533512064343)	(8.0, 0.6255585344057194)	(9.0, 0.9048257372654156)	('>10', 6.445487042001788)	('>50', 3.6193029490616624)	('>100', 3.2730116175156394)	('>500', 8.467381590705987)	('>1k', 12.18722073279714)	('>5k', 56.155049151027704)	('>10k+', 0.0)
SRR3216653_1	(1.0, 4.500750125020836)	(2.0, 2.433738956492749)	(3.0, 1.9503250541756958)	(4.0, 1.266877812968828)	(5.0, 0.8334722453742289)	(6.0, 0.7001166861143524)	(7.0, 0.8168028004667445)	(8.0, 1.066844474079013)	(9.0, 0.30005000833472245)	('>10', 15.202533755625938)	('>50', 16.33605600933489)	('>100', 19.55325887647941)	('>500', 11.551925320886815)	('>1k', 23.487247874645774)	('>5k', 0.0)	('>10k+', 0.0)
SRR3216654_1	(1.0, 2.807915803161445)	(2.0, 1.7066926734121664)	(3.0, 1.097159575764964)	(4.0, 0.8452192287374538)	(5.0, 0.7314397171766427)	(6.0, 0.7070583932707546)	(7.0, 0.5688975578040555)	(8.0, 0.39010118249420944)	(9.0, 0.5851517737413141)	('>10', 7.814214311837133)	('>50', 3.7303425576008777)	('>100', 17.538298996302164)	('>500', 8.647242878621643)	('>1k', 26.222113860782642)	('>5k', 26.608151489292535)	('>10k+', 0.0)
SRR3216655_1	(1.0, 2.6816318300961086)	(2.0, 1.532361045769205)	(3.0, 0.625042005511123)	(4.0, 0.4839034881376437)	(5.0, 0.36964849788292226)	(6.0, 0.4032529067813697)	(7.0, 0.1411385173734794)	(8.0, 0.5376705423751597)	(9.0, 0.24195174406882186)	('>10', 10.175415014449896)	('>50', 7.755897573761677)	('>100', 11.788426641575375)	('>500', 9.106794811479265)	('>1k', 0.0)	('>5k', 54.15686538073795)	('>10k+', 0.0)
SRR3216656_1	(1.0, 3.4188504734639946)	(2.0, 2.136093371504074)	(3.0, 1.354327240695882)	(4.0, 1.0570358951772738)	(5.0, 0.9359171988548777)	(6.0, 0.5945826910372164)	(7.0, 0.693679806210086)	(8.0, 0.7046905967848491)	(9.0, 0.346839903105043)	('>10', 8.913234970270866)	('>50', 5.340233428760185)	('>100', 14.132349702708655)	('>500', 7.900242237392645)	('>1k', 8.907729574983483)	('>5k', 43.56419290905087)	('>10k+', 0.0)
SRR3216657_1	(1.0, 1.0856036509473102)	(2.0, 0.7329553312128336)	(3.0, 0.39413635735029734)	(4.0, 0.6914672935970129)	(5.0, 0.4148803761582077)	(6.0, 0.24892822569492465)	(7.0, 0.24201355275895448)	(8.0, 0.27658691743880515)	(9.0, 0.31116028211865576)	('>10', 5.9258747061264)	('>50', 0.0)	('>100', 2.786613193195962)	('>500', 0.0)	('>1k', 9.65979809155027)	('>5k', 0.0)	('>10k+', 77.22998202185036)
SRR3216658_1	(1.0, 1.497695852534562)	(2.0, 1.2211981566820276)	(3.0, 0.967741935483871)	(4.0, 0.8294930875576038)	(5.0, 0.9792626728110598)	(6.0, 0.8986175115207374)	(7.0, 0.564516129032258)	(8.0, 0.18433179723502305)	(9.0, 0.31105990783410137)	('>10', 4.804147465437788)	('>50', 0.0)	('>100', 8.652073732718895)	('>500', 0.0)	('>1k', 0.0)	('>5k', 79.08986175115207)	('>10k+', 0.0)
SRR3216659_1	(1.0, 3.596077006901562)	(2.0, 2.411914275335997)	(3.0, 1.1768979295314201)	(4.0, 1.0170722847802398)	(5.0, 0.8717762440973484)	(6.0, 0.7845986196876135)	(7.0, 0.5085361423901199)	(8.0, 1.1042499091899745)	(9.0, 0.7845986196876135)	('>10', 10.214311660007265)	('>50', 4.5477660733745005)	('>100', 17.28296403922993)	('>500', 11.39847439157283)	('>1k', 44.30076280421358)	('>5k', 0.0)	('>10k+', 0.0)
SRR3216660_1	(1.0, 3.1789175135901675)	(2.0, 2.0011029701410226)	(3.0, 1.2881115575514062)	(4.0, 1.2762940203261641)	(5.0, 0.8469235011423619)	(6.0, 0.7563223824155046)	(7.0, 0.7720790987158276)	(8.0, 0.44118805640904435)	(9.0, 0.31907350508154103)	('>10', 8.280154415819743)	('>50', 3.757976837627038)	('>100', 15.90640510517608)	('>500', 5.061845111478768)	('>1k', 56.11360592452533)	('>5k', 0.0)	('>10k+', 0.0)
SRR3216661_1	(1.0, 2.2001419446415897)	(2.0, 1.98722498225692)	(3.0, 1.320085166784954)	(4.0, 1.1923349893541517)	(5.0, 0.7097232079488999)	(6.0, 0.681334279630944)	(7.0, 1.092973740241306)	(8.0, 0.794889992902768)	(9.0, 0.255500354861604)	('>10', 3.009226401703336)	('>50', 3.4066713981547196)	('>100', 3.9034776437189493)	('>500', 0.0)	('>1k', 79.44641589779987)	('>5k', 0.0)	('>10k+', 0.0)
SRR3216662_1	(1.0, 2.152382006307752)	(2.0, 1.1066231394898467)	(3.0, 0.7137719249709512)	(4.0, 0.6418414209041111)	(5.0, 0.6363083052066618)	(6.0, 0.6971725778786034)	(7.0, 0.7359043877607481)	(8.0, 0.7525037348530957)	(9.0, 0.29878824766225864)	('>10', 6.506944060200298)	('>50', 1.8812593371327395)	('>100', 8.852985115918774)	('>500', 0.0)	('>1k', 23.305483317656172)	('>5k', 51.718032424057995)	('>10k+', 0.0)
SRR3216663_1	(1.0, 1.1935094542041036)	(2.0, 0.7912028966072148)	(3.0, 0.5431138527557999)	(4.0, 0.5095883062893926)	(5.0, 0.46935765052970363)	(6.0, 0.4425372133565777)	(7.0, 0.3754861204237629)	(8.0, 0.5900496178087702)	(9.0, 0.36207590183719995)	('>10', 4.727102051763444)	('>50', 0.9722408475258147)	('>100', 3.48665683250637)	('>500', 0.0)	('>1k', 27.973715971570336)	('>5k', 57.56336328282151)	('>10k+', 0.0)
SRR3216664_1	(1.0, 2.096204766107679)	(2.0, 1.412180052956752)	(3.0, 1.323918799646955)	(4.0, 0.9708737864077669)	(5.0, 0.6619593998234775)	(6.0, 1.1915269196822595)	(7.0, 0.617828773168579)	(8.0, 0.176522506619594)	(9.0, 0.0)	('>10', 2.758164165931156)	('>50', 0.0)	('>100', 12.90820829655781)	('>500', 0.0)	('>1k', 75.88261253309797)	('>5k', 0.0)	('>10k+', 0.0)
SRR3216665_1	(1.0, 3.6488467175808066)	(2.0, 2.4068502661420967)	(3.0, 1.9439944457301552)	(4.0, 1.2034251330710484)	(5.0, 0.964282959191545)	(6.0, 0.9719972228650776)	(7.0, 0.5399984571472654)	(8.0, 0.7405693126591067)	(9.0, 0.55542698449433)	('>10', 8.146262439250174)	('>50', 6.79626629638201)	('>100', 17.57309264830672)	('>500', 16.223096505438555)	('>1k', 38.28589061174111)	('>5k', 0.0)	('>10k+', 0.0)
SRR3216666_1	(1.0, 3.640799042621744)	(2.0, 2.3842400810089295)	(3.0, 1.4498757249378624)	(4.0, 1.1967228205836324)	(5.0, 0.9435699162294026)	(6.0, 0.8561170947252139)	(7.0, 0.579950289975145)	(8.0, 0.6628003314001657)	(9.0, 0.6213753106876554)	('>10', 8.446101445272944)	('>50', 4.460093896713615)	('>100', 18.72410936205468)	('>500', 11.433305716652859)	('>1k', 15.244407622203813)	('>5k', 29.35653134493234)	('>10k+', 0.0)
SRR3216667_1	(1.0, 1.4006061102465395)	(2.0, 0.6798263576050454)	(3.0, 0.6143009255467278)	(4.0, 0.4586780244082235)	(5.0, 0.3685805553280367)	(6.0, 0.4914407404373823)	(7.0, 0.25800638872962567)	(8.0, 0.39315259234990585)	(9.0, 0.29486444426242936)	('>10', 6.462445736751576)	('>50', 1.2572692276189696)	('>100', 2.019002375296912)	('>500', 0.0)	('>1k', 26.136456712261445)	('>5k', 0.0)	('>10k+', 59.16536980915718)
SRR3216668_1	(1.0, 1.666483938164675)	(2.0, 1.2279355333844972)	(3.0, 1.0854073018309396)	(4.0, 0.48240324525819533)	(5.0, 0.5481855059752221)	(6.0, 0.5262580857362131)	(7.0, 0.6139677666922486)	(8.0, 0.6139677666922486)	(9.0, 0.6907137375287797)	('>10', 4.144282425172678)	('>50', 0.6358951869312576)	('>100', 4.231992106128714)	('>500', 0.0)	('>1k', 13.013923911851771)	('>5k', 70.51858348865257)	('>10k+', 0.0)
SRR3216669_1	(1.0, 1.0729889488563351)	(2.0, 0.5140066820868672)	(3.0, 0.3855050115651504)	(4.0, 0.2827036751477769)	(5.0, 0.22487792341300436)	(6.0, 0.1927525057825752)	(7.0, 0.22487792341300436)	(8.0, 0.359804677460807)	(9.0, 0.2313030069390902)	('>10', 5.846826008738113)	('>50', 0.8609611924955024)	('>100', 3.8357748650732457)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 85.96761757902853)
SRR3216670_1	(1.0, 2.607444704189894)	(2.0, 1.5464844452436612)	(3.0, 1.3217047293652222)	(4.0, 0.8271893544326561)	(5.0, 1.1688545225678835)	(6.0, 0.7013127135407301)	(7.0, 0.5664448840136665)	(8.0, 0.43157705448660316)	(9.0, 0.5664448840136665)	('>10', 5.853263801474555)	('>50', 1.3217047293652222)	('>100', 4.603488581190433)	('>500', 14.754540550260744)	('>1k', 63.72954504585506)	('>5k', 0.0)	('>10k+', 0.0)
SRR3216671_1	(1.0, 2.9174573055028463)	(2.0, 2.2058823529411766)	(3.0, 1.1385199240986716)	(4.0, 1.2096774193548387)	(5.0, 1.1266603415559773)	(6.0, 0.6048387096774194)	(7.0, 0.8301707779886147)	(8.0, 0.7115749525616698)	(9.0, 0.3735768500948766)	('>10', 8.277988614800758)	('>50', 2.4905123339658446)	('>100', 7.30550284629981)	('>500', 10.489800759013283)	('>1k', 27.988614800759017)	('>5k', 32.3292220113852)	('>10k+', 0.0)
SRR3216672_1	(1.0, 2.8285065917441106)	(2.0, 2.0153447157985735)	(3.0, 1.2967365463583316)	(4.0, 0.853684893019235)	(5.0, 0.7023989626107628)	(6.0, 0.5186946185433327)	(7.0, 0.32148260211800306)	(8.0, 0.6699805489518046)	(9.0, 0.4619623946401556)	('>10', 9.8714069591528)	('>50', 3.6146531229738494)	('>100', 11.662524313810243)	('>500', 5.019451048195375)	('>1k', 15.763453641668468)	('>5k', 14.074994596931056)	('>10k+', 30.3247244434839)
SRR3216673_1	(1.0, 1.8933034881551951)	(2.0, 1.221786980041037)	(3.0, 0.6015668718522663)	(4.0, 0.4290244357396008)	(5.0, 0.536280544674501)	(6.0, 0.7274762171236709)	(7.0, 0.35907479947770937)	(8.0, 0.5595970900951315)	(9.0, 0.6715165081141579)	('>10', 6.920350680843127)	('>50', 1.123857489274389)	('>100', 9.858235403842567)	('>500', 3.739973885469129)	('>1k', 0.0)	('>5k', 71.35795560529752)	('>10k+', 0.0)
SRR3216674_1	(1.0, 2.6980728051391862)	(2.0, 1.313347608850821)	(3.0, 1.2419700214132763)	(4.0, 1.3704496788008564)	(5.0, 0.6423982869379015)	(6.0, 0.6852248394004282)	(7.0, 0.7994289793004996)	(8.0, 0.5710206995003569)	(9.0, 0.2569593147751606)	('>10', 5.224839400428265)	('>50', 3.1977159172019984)	('>100', 10.820842255531762)	('>500', 0.0)	('>1k', 71.1777301927195)	('>5k', 0.0)	('>10k+', 0.0)
SRR3216675_1	(1.0, 2.179679391073694)	(2.0, 1.2685964709952715)	(3.0, 0.8995502248875562)	(4.0, 0.5997001499250375)	(5.0, 0.5766347595433052)	(6.0, 0.6919617114519663)	(7.0, 0.5651020643524391)	(8.0, 0.6458309306885018)	(9.0, 0.8303540537423595)	('>10', 5.524160996424865)	('>50', 2.202744781455426)	('>100', 9.526006227655405)	('>500', 0.0)	('>1k', 0.0)	('>5k', 74.48967823780418)	('>10k+', 0.0)
SRR3216676_1	(1.0, 3.067590987868284)	(2.0, 1.9410745233968802)	(3.0, 2.2876949740034664)	(4.0, 1.317157712305026)	(5.0, 1.2998266897746966)	(6.0, 0.8318890814558059)	(7.0, 0.48526863084922006)	(8.0, 0.2772963604852686)	(9.0, 0.4679376083188908)	('>10', 3.9861351819757362)	('>50', 1.9930675909878681)	('>100', 11.21317157712305)	('>500', 12.755632582322358)	('>1k', 58.07625649913345)	('>5k', 0.0)	('>10k+', 0.0)
SRR3216677_1	(1.0, 3.301277450839673)	(2.0, 2.1673604133773505)	(3.0, 1.2487440792306588)	(4.0, 1.090856896799196)	(5.0, 0.8612028132625232)	(6.0, 0.5167216879575139)	(7.0, 0.6530788000574136)	(8.0, 0.34448112530500935)	(9.0, 0.45213147696282474)	('>10', 11.504234247165208)	('>50', 8.095306444667719)	('>100', 11.303286924070619)	('>500', 9.767475240419119)	('>1k', 9.466054255777236)	('>5k', 39.22778814410794)	('>10k+', 0.0)
SRR3216678_1	(1.0, 3.1236597569692637)	(2.0, 1.5725518227305217)	(3.0, 0.9220872051465332)	(4.0, 0.8005718370264474)	(5.0, 0.6790564689063616)	(6.0, 0.5146533238027162)	(7.0, 0.7505360972122944)	(8.0, 0.6862044317369549)	(9.0, 0.7076483202287348)	('>10', 8.69192280200143)	('>50', 5.546819156540386)	('>100', 18.06290207290922)	('>500', 9.60686204431737)	('>1k', 48.334524660471764)	('>5k', 0.0)	('>10k+', 0.0)
SRR3216679_1	(1.0, 1.4203262233375158)	(2.0, 0.7427854454203262)	(3.0, 0.918444165621079)	(4.0, 0.562107904642409)	(5.0, 0.451693851944793)	(6.0, 0.6925972396486826)	(7.0, 0.562107904642409)	(8.0, 0.40150564617314927)	(9.0, 0.6775407779171895)	('>10', 4.587202007528231)	('>50', 1.2547051442910917)	('>100', 0.7377666248431619)	('>500', 0.0)	('>1k', 11.648682559598495)	('>5k', 75.34253450439147)	('>10k+', 0.0)
SRR3216680_1	(1.0, 2.5722543352601157)	(2.0, 1.7919075144508672)	(3.0, 1.430635838150289)	(4.0, 1.5028901734104045)	(5.0, 0.5780346820809248)	(6.0, 0.6936416184971098)	(7.0, 0.9104046242774567)	(8.0, 0.6936416184971098)	(9.0, 0.7803468208092486)	('>10', 3.786127167630058)	('>50', 2.832369942196532)	('>100', 1.690751445086705)	('>500', 0.0)	('>1k', 80.73699421965318)	('>5k', 0.0)	('>10k+', 0.0)
SRR3216681_1	(1.0, 1.967665120942474)	(2.0, 1.4914149642812382)	(3.0, 1.2783556836696328)	(4.0, 0.7269081338513599)	(5.0, 0.7519739315703722)	(6.0, 0.789572628148891)	(7.0, 0.614112044115804)	(8.0, 0.6015791452562977)	(9.0, 0.6203784935455571)	('>10', 5.7588670259431005)	('>50', 2.8387015916781553)	('>100', 6.14112044115804)	('>500', 0.0)	('>1k', 40.01754605840331)	('>5k', 36.40180473743577)	('>10k+', 0.0)
SRR3216682_1	(1.0, 5.77897938492734)	(2.0, 3.2781345049003043)	(3.0, 1.47009124704292)	(4.0, 1.486988847583643)	(5.0, 1.4362960459614735)	(6.0, 1.1152416356877324)	(7.0, 0.8279824264954376)	(8.0, 0.4055424129773572)	(9.0, 1.0645488340655627)	('>10', 19.48293342345387)	('>50', 8.736059479553903)	('>100', 36.61710037174721)	('>500', 0.0)	('>1k', 18.30010138560324)	('>5k', 0.0)	('>10k+', 0.0)
SRR3216683_1	(1.0, 3.88056233298478)	(2.0, 2.5095852213314744)	(3.0, 1.8124782154060648)	(4.0, 1.347740211455792)	(5.0, 0.6971070059254095)	(6.0, 0.7668177065179504)	(7.0, 1.545253863134658)	(8.0, 0.6506332055303823)	(9.0, 0.8365284071104915)	('>10', 11.699779249448124)	('>50', 5.797606599279656)	('>100', 21.552224933193912)	('>500', 8.516323922388754)	('>1k', 38.38735912629255)	('>5k', 0.0)	('>10k+', 0.0)
SRR3216684_1	(1.0, 4.268990405774139)	(2.0, 2.358947275767978)	(3.0, 1.241087932400317)	(4.0, 1.6195757415720446)	(5.0, 1.0562450488513335)	(6.0, 0.5809347768682335)	(7.0, 0.6777572396796057)	(8.0, 0.8449960390810668)	(9.0, 0.15843675732770002)	('>10', 14.875451104656282)	('>50', 5.369245664994279)	('>100', 24.513687175424696)	('>500', 13.863216266173753)	('>1k', 28.57142857142857)	('>5k', 0.0)	('>10k+', 0.0)
SRR3216685_1	(1.0, 1.0822256205152334)	(2.0, 0.7293259616515704)	(3.0, 0.2823197270909305)	(4.0, 0.6587460298788378)	(5.0, 0.8822491471591578)	(6.0, 0.42347959063639573)	(7.0, 0.49405952240912837)	(8.0, 0.6587460298788378)	(9.0, 0.3176096929772968)	('>10', 3.446653334901776)	('>50', 0.6469827079167156)	('>100', 0.0)	('>500', 6.516880367015646)	('>1k', 0.0)	('>5k', 83.86072226796848)	('>10k+', 0.0)
SRR3216686_1	(1.0, 1.7369293881469843)	(2.0, 1.5187221785807803)	(3.0, 0.8902854150301126)	(4.0, 1.0124814523871868)	(5.0, 0.7855459544383346)	(6.0, 0.8902854150301126)	(7.0, 0.9164702801780571)	(8.0, 0.6284367635506678)	(9.0, 0.6284367635506678)	('>10', 4.879113205900323)	('>50', 1.2045037968054464)	('>100', 0.0)	('>500', 0.0)	('>1k', 33.88321550144017)	('>5k', 51.02557388496116)	('>10k+', 0.0)
SRR3216687_1	(1.0, 1.022176022176022)	(2.0, 0.45045045045045046)	(3.0, 0.31185031185031187)	(4.0, 0.45045045045045046)	(5.0, 0.2598752598752599)	(6.0, 0.2079002079002079)	(7.0, 0.5457380457380457)	(8.0, 0.4851004851004851)	(9.0, 0.38981288981288986)	('>10', 5.474705474705475)	('>50', 0.770963270963271)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 89.63097713097713)
SRR3216688_1	(1.0, 2.105509416306001)	(2.0, 1.5440402386244005)	(3.0, 0.8772955901275004)	(4.0, 0.8889928646625337)	(5.0, 0.8772955901275004)	(6.0, 1.0527547081530004)	(7.0, 0.4912855304714001)	(8.0, 1.3100947479237337)	(9.0, 0.6316528248918002)	('>10', 12.001403672944203)	('>50', 0.8422037665224003)	('>100', 3.9536787928412678)	('>500', 0.0)	('>1k', 0.0)	('>5k', 73.42379225640427)	('>10k+', 0.0)
SRR3216689_1	(1.0, 3.924070824692934)	(2.0, 2.6000957090445045)	(3.0, 1.3638538841920562)	(4.0, 1.0208964747168607)	(5.0, 0.9969692135906844)	(6.0, 0.6699633115329399)	(7.0, 0.5583027596107832)	(8.0, 0.638060296698038)	(9.0, 1.0049449672994097)	('>10', 9.387462115169884)	('>50', 4.155367682245973)	('>100', 8.223002073695964)	('>500', 5.638857872068911)	('>1k', 9.690540756101452)	('>5k', 50.12761205933961)	('>10k+', 0.0)
SRR3216690_1	(1.0, 3.257575757575758)	(2.0, 2.398989898989899)	(3.0, 1.9318181818181817)	(4.0, 1.6666666666666667)	(5.0, 1.073232323232323)	(6.0, 0.45454545454545453)	(7.0, 1.0606060606060608)	(8.0, 0.7070707070707071)	(9.0, 0.6818181818181818)	('>10', 9.406565656565656)	('>50', 7.2853535353535355)	('>100', 8.724747474747476)	('>500', 14.911616161616163)	('>1k', 46.439393939393945)	('>5k', 0.0)	('>10k+', 0.0)
SRR3216691_1	(1.0, 2.367894141203099)	(2.0, 1.54957778358144)	(3.0, 1.0968921389396709)	(4.0, 0.8705493166187863)	(5.0, 1.0446591799425438)	(6.0, 0.6267955079655263)	(7.0, 0.8531383302864107)	(8.0, 0.9750152346130408)	(9.0, 0.23504831548707233)	('>10', 6.355010011317141)	('>50', 2.0283799077217726)	('>100', 3.847827979455036)	('>500', 0.0)	('>1k', 20.962827544180378)	('>5k', 57.18638460868808)	('>10k+', 0.0)
SRR3216692_1	(1.0, 1.8600484771841077)	(2.0, 1.22246812098219)	(3.0, 0.7113499841922226)	(4.0, 0.4426177679418274)	(5.0, 0.5532722099272842)	(6.0, 0.5374644325007903)	(7.0, 0.3319633259563705)	(8.0, 0.29507851196121826)	(9.0, 0.663926651912741)	('>10', 8.404468331752556)	('>50', 2.6820529033617877)	('>100', 0.0)	('>500', 4.384023606280957)	('>1k', 14.163768574138476)	('>5k', 0.0)	('>10k+', 63.74749710190747)
SRR3216693_1	(1.0, 2.110800805351692)	(2.0, 1.3768916022601805)	(3.0, 0.8573098655582256)	(4.0, 1.0911216470741054)	(5.0, 0.9742157563161654)	(6.0, 0.7014353445476391)	(7.0, 0.5000974215756316)	(8.0, 0.4676235630317594)	(9.0, 0.7598882899266091)	('>10', 7.124764564525557)	('>50', 3.702019874001429)	('>100', 7.326102487497564)	('>500', 3.318828343183737)	('>1k', 23.699421965317917)	('>5k', 45.98947846983179)	('>10k+', 0.0)
SRR3216694_1	(1.0, 1.8342820999367486)	(2.0, 1.2017710309930425)	(3.0, 1.1859582542694498)	(4.0, 1.3915243516761544)	(5.0, 0.9487666034155597)	(6.0, 0.8538899430740038)	(7.0, 0.6641366223908919)	(8.0, 0.8855154965211892)	(9.0, 0.4269449715370019)	('>10', 3.399746995572422)	('>50', 1.8342820999367486)	('>100', 4.648956356736242)	('>500', 0.0)	('>1k', 0.0)	('>5k', 80.72422517394054)	('>10k+', 0.0)
SRR3216695_1	(1.0, 2.404809619238477)	(2.0, 1.8141546250395528)	(3.0, 1.265689273283409)	(4.0, 1.3500685581689695)	(5.0, 0.8965299019090813)	(6.0, 1.3922582006117499)	(7.0, 0.5168231199240586)	(8.0, 0.9281721337411666)	(9.0, 0.6644868684737897)	('>10', 8.121506170235207)	('>50', 2.1727665858031853)	('>100', 5.368632000843792)	('>500', 0.0)	('>1k', 15.67345216749288)	('>5k', 57.43065077523468)	('>10k+', 0.0)
SRR3216696_1	(1.0, 2.800630141781901)	(2.0, 1.470330824435498)	(3.0, 0.9714685804305968)	(4.0, 0.6126378435147908)	(5.0, 0.6782776124628042)	(6.0, 0.5513740591633117)	(7.0, 0.5513740591633117)	(8.0, 0.1750393838613688)	(9.0, 0.6695256432697357)	('>10', 9.95536495711535)	('>50', 4.730439348853492)	('>100', 15.237178365132154)	('>500', 6.546472956415193)	('>1k', 21.7136355680028)	('>5k', 33.33625065639769)	('>10k+', 0.0)
SRR3216697_1	(1.0, 3.1439697629137555)	(2.0, 2.13034016722025)	(3.0, 1.4603138243042035)	(4.0, 0.893368457221395)	(5.0, 0.6872065055549192)	(6.0, 0.5841255297216814)	(7.0, 0.6413927385179246)	(8.0, 0.41232390333295155)	(9.0, 0.5154048791661895)	('>10', 6.4769213148551135)	('>50', 3.2527774596266177)	('>100', 6.3222998511052575)	('>500', 2.920627648608407)	('>1k', 33.604398121635555)	('>5k', 36.954529836215784)	('>10k+', 0.0)
SRR3216698_1	(1.0, 2.1642353263475105)	(2.0, 1.164303814807205)	(3.0, 1.027326895418122)	(4.0, 0.7670707485788644)	(5.0, 0.513663447709061)	(6.0, 0.7396753647010479)	(7.0, 0.3835353742894322)	(8.0, 0.3835353742894322)	(9.0, 0.36983768235052394)	('>10', 5.759879460310938)	('>50', 1.3355249640435587)	('>100', 9.417163207999451)	('>500', 0.0)	('>1k', 18.704198342579275)	('>5k', 57.27004999657558)	('>10k+', 0.0)
SRR3216699_1	(1.0, 1.6557604600436249)	(2.0, 0.9319849296053937)	(3.0, 0.9815585960737656)	(4.0, 0.9121554630180448)	(5.0, 0.892325996430696)	(6.0, 0.4759071980963712)	(7.0, 0.41641879833432477)	(8.0, 0.4759071980963712)	(9.0, 0.446162998215348)	('>10', 4.174102716636923)	('>50', 0.7039460638508824)	('>100', 3.4800713860797146)	('>500', 6.9006543723973826)	('>1k', 77.55304382312116)	('>5k', 0.0)	('>10k+', 0.0)
SRR3216700_1	(1.0, 1.7451277496211923)	(2.0, 0.8359893411359004)	(3.0, 0.5799676054130309)	(4.0, 0.48069387115314277)	(5.0, 0.3918700036574534)	(6.0, 0.34484560321855895)	(7.0, 0.47546893777104343)	(8.0, 0.37619520351115526)	(9.0, 0.37619520351115526)	('>10', 6.734939129526099)	('>50', 1.4264068133131302)	('>100', 3.61565390041277)	('>500', 0.0)	('>1k', 5.804900987512409)	('>5k', 76.81174565024295)	('>10k+', 0.0)
SRR3216701_1	(1.0, 3.4487672794641586)	(2.0, 2.907225309961522)	(3.0, 1.7101325352714838)	(4.0, 1.3396038192959954)	(5.0, 0.8550662676357419)	(6.0, 0.8978195810175289)	(7.0, 0.4987886561208493)	(8.0, 0.7410574319509762)	(9.0, 0.38477982043608383)	('>10', 3.8691748610517314)	('>50', 3.2492518170158182)	('>100', 13.951831266923186)	('>500', 4.410716830554368)	('>1k', 61.73578452330055)	('>5k', 0.0)	('>10k+', 0.0)
